date,day_of_week,week_number,shift,production_line,product_type,machine_id,machine_status,skill_required,required_staff,production_units,order_backlog,priority_level,raw_material_availability,raw_material_cost_index,planned_downtime,absenteeism_rate,overtime_allowed,is_weekend,is_peak_day,weather_disruption,supplier_delay
2026-04-13,Monday,15,Afternoon,Line A,Custom Components,M-A1,Running,Maintenance Technician,2,582,26,High,0.91,0.97,0,0.06,1,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line A,Custom Components,M-A1,Running,Packaging Operator,3,582,26,High,0.91,0.97,0,0.06,1,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line B,Custom Components,M-B1,Running,Machine Operator,4,623,47,High,0.77,1.08,0,0.1,1,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line B,Custom Components,M-B1,Running,Quality Inspector,2,623,47,High,0.77,1.08,0,0.1,1,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line B,Custom Components,M-B1,Running,Maintenance Technician,2,623,47,High,0.77,1.08,0,0.1,1,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line B,Custom Components,M-B1,Running,Packaging Operator,3,623,47,High,0.77,1.08,0,0.1,1,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line C,Custom Components,M-C4,Running,Machine Operator,4,511,67,Medium,0.93,1.11,0,0.01,0,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line C,Custom Components,M-C4,Running,Quality Inspector,2,511,67,Medium,0.93,1.11,0,0.01,0,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line C,Custom Components,M-C4,Running,Maintenance Technician,2,511,67,Medium,0.93,1.11,0,0.01,0,0,0,0,0
2026-04-13,Monday,15,Afternoon,Line C,Custom Components,M-C4,Running,Packaging Operator,3,511,67,Medium,0.93,1.11,0,0.01,0,0,0,0,0
2026-04-13,Monday,15,Night,Line A,Custom Components,M-A2,Running,Machine Operator,3,374,40,Low,0.86,1.0,0,0.05,0,0,0,1,0
2026-04-13,Monday,15,Night,Line A,Custom Components,M-A2,Running,Quality Inspector,1,374,40,Low,0.86,1.0,0,0.05,0,0,0,1,0
2026-04-13,Monday,15,Night,Line A,Custom Components,M-A2,Running,Maintenance Technician,1,374,40,Low,0.86,1.0,0,0.05,0,0,0,1,0
2026-04-13,Monday,15,Night,Line A,Custom Components,M-A2,Running,Packaging Operator,2,374,40,Low,0.86,1.0,0,0.05,0,0,0,1,0
2026-04-13,Monday,15,Night,Line B,Packaged Goods,M-B3,Maintenance,Machine Operator,2,378,77,Low,0.82,1.0,1,0.03,0,0,0,0,0
2026-04-13,Monday,15,Night,Line B,Packaged Goods,M-B3,Maintenance,Quality Inspector,1,378,77,Low,0.82,1.0,1,0.03,0,0,0,0,0
2026-04-13,Monday,15,Night,Line B,Packaged Goods,M-B3,Maintenance,Maintenance Technician,2,378,77,Low,0.82,1.0,1,0.03,0,0,0,0,0
2026-04-13,Monday,15,Night,Line B,Packaged Goods,M-B3,Maintenance,Packaging Operator,1,378,77,Low,0.82,1.0,1,0.03,0,0,0,0,0
2026-04-13,Monday,15,Night,Line C,Standard Parts,M-C4,Running,Machine Operator,3,400,25,Low,0.77,1.18,0,0.1,0,0,0,0,0
2026-04-13,Monday,15,Night,Line C,Standard Parts,M-C4,Running,Quality Inspector,1,400,25,Low,0.77,1.18,0,0.1,0,0,0,0,0
2026-04-13,Monday,15,Night,Line C,Standard Parts,M-C4,Running,Maintenance Technician,1,400,25,Low,0.77,1.18,0,0.1,0,0,0,0,0
2026-04-13,Monday,15,Night,Line C,Standard Parts,M-C4,Running,Packaging Operator,2,400,25,Low,0.77,1.18,0,0.1,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line A,Custom Components,M-A2,Running,Machine Operator,4,535,2,Medium,0.84,0.94,0,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line A,Custom Components,M-A2,Running,Quality Inspector,2,535,2,Medium,0.84,0.94,0,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line A,Custom Components,M-A2,Running,Maintenance Technician,2,535,2,Medium,0.84,0.94,0,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line A,Custom Components,M-A2,Running,Packaging Operator,3,535,2,Medium,0.84,0.94,0,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line B,Custom Components,M-B2,Maintenance,Machine Operator,3,481,67,Low,0.76,1.21,1,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line B,Custom Components,M-B2,Maintenance,Quality Inspector,1,481,67,Low,0.76,1.21,1,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line B,Custom Components,M-B2,Maintenance,Maintenance Technician,3,481,67,Low,0.76,1.21,1,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line B,Custom Components,M-B2,Maintenance,Packaging Operator,2,481,67,Low,0.76,1.21,1,0.08,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line C,Packaged Goods,M-C3,Running,Machine Operator,4,568,71,Medium,0.9,1.01,0,0.06,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line C,Packaged Goods,M-C3,Running,Quality Inspector,2,568,71,Medium,0.9,1.01,0,0.06,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line C,Packaged Goods,M-C3,Running,Maintenance Technician,2,568,71,Medium,0.9,1.01,0,0.06,0,0,0,0,0
2026-04-14,Tuesday,15,Morning,Line C,Packaged Goods,M-C3,Running,Packaging Operator,3,568,71,Medium,0.9,1.01,0,0.06,0,0,0,0,0
2026-04-14,Tuesday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Machine Operator,3,477,28,Low,0.98,0.89,1,0.01,0,0,0,0,0
2026-04-14,Tuesday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Quality Inspector,1,477,28,Low,0.98,0.89,1,0.01,0,0,0,0,0
2026-04-14,Tuesday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Maintenance Technician,3,477,28,Low,0.98,0.89,1,0.01,0,0,0,0,0
2026-04-14,Tuesday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Packaging Operator,2,477,28,Low,0.98,0.89,1,0.01,0,0,0,0,0
2026-04-14,Tuesday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Machine Operator,3,536,47,High,0.64,1.14,0,0.07,1,0,0,1,1
2026-04-14,Tuesday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Quality Inspector,2,536,47,High,0.64,1.14,0,0.07,1,0,0,1,1
2026-04-14,Tuesday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,2,536,47,High,0.64,1.14,0,0.07,1,0,0,1,1
2026-04-14,Tuesday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Packaging Operator,2,536,47,High,0.64,1.14,0,0.07,1,0,0,1,1
2026-04-14,Tuesday,15,Afternoon,Line C,Standard Parts,M-C3,Maintenance,Machine Operator,2,372,38,Low,0.62,0.87,1,0.05,0,0,0,0,1
2026-04-14,Tuesday,15,Afternoon,Line C,Standard Parts,M-C3,Maintenance,Quality Inspector,1,372,38,Low,0.62,0.87,1,0.05,0,0,0,0,1
2026-04-14,Tuesday,15,Afternoon,Line C,Standard Parts,M-C3,Maintenance,Maintenance Technician,3,372,38,Low,0.62,0.87,1,0.05,0,0,0,0,1
2026-04-14,Tuesday,15,Afternoon,Line C,Standard Parts,M-C3,Maintenance,Packaging Operator,1,372,38,Low,0.62,0.87,1,0.05,0,0,0,0,1
2026-04-14,Tuesday,15,Night,Line A,Custom Components,M-A2,Maintenance,Machine Operator,2,407,40,High,0.83,0.9,1,0.09,1,0,0,0,0
2026-04-14,Tuesday,15,Night,Line A,Custom Components,M-A2,Maintenance,Quality Inspector,1,407,40,High,0.83,0.9,1,0.09,1,0,0,0,0
2026-04-14,Tuesday,15,Night,Line A,Custom Components,M-A2,Maintenance,Maintenance Technician,2,407,40,High,0.83,0.9,1,0.09,1,0,0,0,0
2026-04-14,Tuesday,15,Night,Line A,Custom Components,M-A2,Maintenance,Packaging Operator,1,407,40,High,0.83,0.9,1,0.09,1,0,0,0,0
2026-04-14,Tuesday,15,Night,Line B,Packaged Goods,M-B4,Running,Machine Operator,3,393,61,Medium,0.81,0.95,0,0.12,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line B,Packaged Goods,M-B4,Running,Quality Inspector,1,393,61,Medium,0.81,0.95,0,0.12,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,1,393,61,Medium,0.81,0.95,0,0.12,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line B,Packaged Goods,M-B4,Running,Packaging Operator,2,393,61,Medium,0.81,0.95,0,0.12,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line C,Standard Parts,M-C3,Running,Machine Operator,3,413,31,Medium,0.88,0.99,0,0.09,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line C,Standard Parts,M-C3,Running,Quality Inspector,1,413,31,Medium,0.88,0.99,0,0.09,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line C,Standard Parts,M-C3,Running,Maintenance Technician,1,413,31,Medium,0.88,0.99,0,0.09,0,0,0,0,0
2026-04-14,Tuesday,15,Night,Line C,Standard Parts,M-C3,Running,Packaging Operator,2,413,31,Medium,0.88,0.99,0,0.09,0,0,0,0,0
2026-04-15,Wednesday,15,Morning,Line A,Standard Parts,M-A2,Running,Machine Operator,6,655,43,Low,0.75,1.05,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line A,Standard Parts,M-A2,Running,Quality Inspector,4,655,43,Low,0.75,1.05,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line A,Standard Parts,M-A2,Running,Maintenance Technician,4,655,43,Low,0.75,1.05,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line A,Standard Parts,M-A2,Running,Packaging Operator,5,655,43,Low,0.75,1.05,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line B,Packaged Goods,M-B4,Running,Machine Operator,6,668,16,Low,0.94,0.89,0,0.05,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line B,Packaged Goods,M-B4,Running,Quality Inspector,4,668,16,Low,0.94,0.89,0,0.05,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,4,668,16,Low,0.94,0.89,0,0.05,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line B,Packaged Goods,M-B4,Running,Packaging Operator,5,668,16,Low,0.94,0.89,0,0.05,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line C,Standard Parts,M-C4,Running,Machine Operator,6,707,39,High,0.71,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line C,Standard Parts,M-C4,Running,Quality Inspector,4,707,39,High,0.71,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line C,Standard Parts,M-C4,Running,Maintenance Technician,4,707,39,High,0.71,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Morning,Line C,Standard Parts,M-C4,Running,Packaging Operator,5,707,39,High,0.71,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line A,Packaged Goods,M-A1,Running,Machine Operator,5,646,3,Medium,0.96,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line A,Packaged Goods,M-A1,Running,Quality Inspector,3,646,3,Medium,0.96,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,3,646,3,Medium,0.96,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line A,Packaged Goods,M-A1,Running,Packaging Operator,4,646,3,Medium,0.96,0.92,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Machine Operator,4,543,65,Medium,0.66,1.05,0,0.06,1,0,1,0,1
2026-04-15,Wednesday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Quality Inspector,3,543,65,Medium,0.66,1.05,0,0.06,1,0,1,0,1
2026-04-15,Wednesday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Maintenance Technician,3,543,65,Medium,0.66,1.05,0,0.06,1,0,1,0,1
2026-04-15,Wednesday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Packaging Operator,3,543,65,Medium,0.66,1.05,0,0.06,1,0,1,0,1
2026-04-15,Wednesday,15,Afternoon,Line C,Packaged Goods,M-C4,Running,Machine Operator,5,613,51,Low,0.77,0.97,0,0.04,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line C,Packaged Goods,M-C4,Running,Quality Inspector,3,613,51,Low,0.77,0.97,0,0.04,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line C,Packaged Goods,M-C4,Running,Maintenance Technician,3,613,51,Low,0.77,0.97,0,0.04,1,0,1,0,0
2026-04-15,Wednesday,15,Afternoon,Line C,Packaged Goods,M-C4,Running,Packaging Operator,4,613,51,Low,0.77,0.97,0,0.04,1,0,1,0,0
2026-04-15,Wednesday,15,Night,Line A,Packaged Goods,M-A1,Running,Machine Operator,4,573,6,High,0.98,0.94,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Night,Line A,Packaged Goods,M-A1,Running,Quality Inspector,2,573,6,High,0.98,0.94,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Night,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,2,573,6,High,0.98,0.94,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Night,Line A,Packaged Goods,M-A1,Running,Packaging Operator,3,573,6,High,0.98,0.94,0,0.07,1,0,1,0,0
2026-04-15,Wednesday,15,Night,Line B,Standard Parts,M-B4,Running,Machine Operator,3,483,34,Medium,0.64,1.14,0,0.03,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line B,Standard Parts,M-B4,Running,Quality Inspector,2,483,34,Medium,0.64,1.14,0,0.03,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line B,Standard Parts,M-B4,Running,Maintenance Technician,2,483,34,Medium,0.64,1.14,0,0.03,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line B,Standard Parts,M-B4,Running,Packaging Operator,2,483,34,Medium,0.64,1.14,0,0.03,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line C,Custom Components,M-C3,Running,Machine Operator,3,454,79,Medium,0.64,1.05,0,0.04,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line C,Custom Components,M-C3,Running,Quality Inspector,2,454,79,Medium,0.64,1.05,0,0.04,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line C,Custom Components,M-C3,Running,Maintenance Technician,2,454,79,Medium,0.64,1.05,0,0.04,1,0,1,0,1
2026-04-15,Wednesday,15,Night,Line C,Custom Components,M-C3,Running,Packaging Operator,2,454,79,Medium,0.64,1.05,0,0.04,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line A,Packaged Goods,M-A1,Running,Machine Operator,5,564,1,Medium,0.73,1.03,0,0.06,1,0,1,1,0
2026-04-16,Thursday,15,Morning,Line A,Packaged Goods,M-A1,Running,Quality Inspector,3,564,1,Medium,0.73,1.03,0,0.06,1,0,1,1,0
2026-04-16,Thursday,15,Morning,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,3,564,1,Medium,0.73,1.03,0,0.06,1,0,1,1,0
2026-04-16,Thursday,15,Morning,Line A,Packaged Goods,M-A1,Running,Packaging Operator,4,564,1,Medium,0.73,1.03,0,0.06,1,0,1,1,0
2026-04-16,Thursday,15,Morning,Line B,Standard Parts,M-B1,Running,Machine Operator,5,723,62,High,0.99,1.08,0,0.06,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line B,Standard Parts,M-B1,Running,Quality Inspector,4,723,62,High,0.99,1.08,0,0.06,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line B,Standard Parts,M-B1,Running,Maintenance Technician,4,723,62,High,0.99,1.08,0,0.06,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line B,Standard Parts,M-B1,Running,Packaging Operator,4,723,62,High,0.99,1.08,0,0.06,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line C,Custom Components,M-C2,Running,Machine Operator,4,593,12,Low,0.67,0.91,0,0.1,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line C,Custom Components,M-C2,Running,Quality Inspector,3,593,12,Low,0.67,0.91,0,0.1,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line C,Custom Components,M-C2,Running,Maintenance Technician,3,593,12,Low,0.67,0.91,0,0.1,1,0,1,0,1
2026-04-16,Thursday,15,Morning,Line C,Custom Components,M-C2,Running,Packaging Operator,3,593,12,Low,0.67,0.91,0,0.1,1,0,1,0,1
2026-04-16,Thursday,15,Afternoon,Line A,Packaged Goods,M-A3,Down,Machine Operator,4,514,46,Medium,0.7,1.04,0,0.1,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line A,Packaged Goods,M-A3,Down,Quality Inspector,3,514,46,Medium,0.7,1.04,0,0.1,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line A,Packaged Goods,M-A3,Down,Maintenance Technician,4,514,46,Medium,0.7,1.04,0,0.1,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line A,Packaged Goods,M-A3,Down,Packaging Operator,4,514,46,Medium,0.7,1.04,0,0.1,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Machine Operator,5,621,2,Low,0.87,1.14,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Quality Inspector,3,621,2,Low,0.87,1.14,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,3,621,2,Low,0.87,1.14,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line B,Packaged Goods,M-B4,Running,Packaging Operator,4,621,2,Low,0.87,1.14,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line C,Custom Components,M-C1,Running,Machine Operator,5,611,46,Low,0.9,1.24,0,0.02,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line C,Custom Components,M-C1,Running,Quality Inspector,3,611,46,Low,0.9,1.24,0,0.02,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line C,Custom Components,M-C1,Running,Maintenance Technician,3,611,46,Low,0.9,1.24,0,0.02,1,0,1,0,0
2026-04-16,Thursday,15,Afternoon,Line C,Custom Components,M-C1,Running,Packaging Operator,4,611,46,Low,0.9,1.24,0,0.02,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line A,Custom Components,M-A4,Down,Machine Operator,3,446,44,High,0.95,0.92,0,0.05,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line A,Custom Components,M-A4,Down,Quality Inspector,2,446,44,High,0.95,0.92,0,0.05,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line A,Custom Components,M-A4,Down,Maintenance Technician,3,446,44,High,0.95,0.92,0,0.05,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line A,Custom Components,M-A4,Down,Packaging Operator,3,446,44,High,0.95,0.92,0,0.05,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line B,Standard Parts,M-B1,Running,Machine Operator,4,498,15,Medium,0.88,1.18,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line B,Standard Parts,M-B1,Running,Quality Inspector,2,498,15,Medium,0.88,1.18,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line B,Standard Parts,M-B1,Running,Maintenance Technician,2,498,15,Medium,0.88,1.18,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line B,Standard Parts,M-B1,Running,Packaging Operator,3,498,15,Medium,0.88,1.18,0,0.06,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line C,Standard Parts,M-C1,Running,Machine Operator,4,526,19,Medium,0.87,1.04,0,0.04,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line C,Standard Parts,M-C1,Running,Quality Inspector,2,526,19,Medium,0.87,1.04,0,0.04,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line C,Standard Parts,M-C1,Running,Maintenance Technician,2,526,19,Medium,0.87,1.04,0,0.04,1,0,1,0,0
2026-04-16,Thursday,15,Night,Line C,Standard Parts,M-C1,Running,Packaging Operator,3,526,19,Medium,0.87,1.04,0,0.04,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line A,Custom Components,M-A1,Running,Machine Operator,4,602,15,Low,0.69,1.18,0,0.04,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line A,Custom Components,M-A1,Running,Quality Inspector,3,602,15,Low,0.69,1.18,0,0.04,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line A,Custom Components,M-A1,Running,Maintenance Technician,3,602,15,Low,0.69,1.18,0,0.04,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line A,Custom Components,M-A1,Running,Packaging Operator,3,602,15,Low,0.69,1.18,0,0.04,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line B,Standard Parts,M-B3,Running,Machine Operator,6,661,64,Medium,0.95,1.16,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line B,Standard Parts,M-B3,Running,Quality Inspector,4,661,64,Medium,0.95,1.16,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line B,Standard Parts,M-B3,Running,Maintenance Technician,4,661,64,Medium,0.95,1.16,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line B,Standard Parts,M-B3,Running,Packaging Operator,5,661,64,Medium,0.95,1.16,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line C,Standard Parts,M-C2,Running,Machine Operator,6,651,4,Medium,0.97,0.97,0,0.05,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line C,Standard Parts,M-C2,Running,Quality Inspector,4,651,4,Medium,0.97,0.97,0,0.05,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line C,Standard Parts,M-C2,Running,Maintenance Technician,4,651,4,Medium,0.97,0.97,0,0.05,1,0,1,0,0
2026-04-17,Friday,15,Morning,Line C,Standard Parts,M-C2,Running,Packaging Operator,5,651,4,Medium,0.97,0.97,0,0.05,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Machine Operator,4,593,22,Medium,0.97,1.09,1,0.08,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Quality Inspector,2,593,22,Medium,0.97,1.09,1,0.08,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Maintenance Technician,4,593,22,Medium,0.97,1.09,1,0.08,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line A,Custom Components,M-A1,Maintenance,Packaging Operator,3,593,22,Medium,0.97,1.09,1,0.08,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Machine Operator,5,635,10,Medium,0.82,0.97,0,0.11,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Quality Inspector,3,635,10,Medium,0.82,0.97,0,0.11,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Maintenance Technician,3,635,10,Medium,0.82,0.97,0,0.11,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line B,Standard Parts,M-B3,Running,Packaging Operator,4,635,10,Medium,0.82,0.97,0,0.11,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line C,Standard Parts,M-C2,Running,Machine Operator,5,600,45,Medium,0.88,1.05,0,0.06,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line C,Standard Parts,M-C2,Running,Quality Inspector,3,600,45,Medium,0.88,1.05,0,0.06,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line C,Standard Parts,M-C2,Running,Maintenance Technician,3,600,45,Medium,0.88,1.05,0,0.06,1,0,1,0,0
2026-04-17,Friday,15,Afternoon,Line C,Standard Parts,M-C2,Running,Packaging Operator,4,600,45,Medium,0.88,1.05,0,0.06,1,0,1,0,0
2026-04-17,Friday,15,Night,Line A,Packaged Goods,M-A1,Down,Machine Operator,3,503,78,High,0.77,1.15,0,0.1,1,0,1,0,0
2026-04-17,Friday,15,Night,Line A,Packaged Goods,M-A1,Down,Quality Inspector,2,503,78,High,0.77,1.15,0,0.1,1,0,1,0,0
2026-04-17,Friday,15,Night,Line A,Packaged Goods,M-A1,Down,Maintenance Technician,3,503,78,High,0.77,1.15,0,0.1,1,0,1,0,0
2026-04-17,Friday,15,Night,Line A,Packaged Goods,M-A1,Down,Packaging Operator,3,503,78,High,0.77,1.15,0,0.1,1,0,1,0,0
2026-04-17,Friday,15,Night,Line B,Packaged Goods,M-B3,Running,Machine Operator,4,465,0,Medium,0.94,0.9,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Night,Line B,Packaged Goods,M-B3,Running,Quality Inspector,2,465,0,Medium,0.94,0.9,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Night,Line B,Packaged Goods,M-B3,Running,Maintenance Technician,2,465,0,Medium,0.94,0.9,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Night,Line B,Packaged Goods,M-B3,Running,Packaging Operator,3,465,0,Medium,0.94,0.9,0,0.09,1,0,1,0,0
2026-04-17,Friday,15,Night,Line C,Standard Parts,M-C3,Maintenance,Machine Operator,3,476,12,High,0.86,0.98,1,0.07,1,0,1,0,0
2026-04-17,Friday,15,Night,Line C,Standard Parts,M-C3,Maintenance,Quality Inspector,1,476,12,High,0.86,0.98,1,0.07,1,0,1,0,0
2026-04-17,Friday,15,Night,Line C,Standard Parts,M-C3,Maintenance,Maintenance Technician,3,476,12,High,0.86,0.98,1,0.07,1,0,1,0,0
2026-04-17,Friday,15,Night,Line C,Standard Parts,M-C3,Maintenance,Packaging Operator,2,476,12,High,0.86,0.98,1,0.07,1,0,1,0,0
2026-04-18,Saturday,15,Morning,Line A,Packaged Goods,M-A1,Running,Machine Operator,5,646,63,Low,0.81,1.07,0,0.11,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line A,Packaged Goods,M-A1,Running,Quality Inspector,2,646,63,Low,0.81,1.07,0,0.11,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,2,646,63,Low,0.81,1.07,0,0.11,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line A,Packaged Goods,M-A1,Running,Packaging Operator,4,646,63,Low,0.81,1.07,0,0.11,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line B,Custom Components,M-B1,Running,Machine Operator,5,565,8,Low,0.85,0.93,0,0.08,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line B,Custom Components,M-B1,Running,Quality Inspector,2,565,8,Low,0.85,0.93,0,0.08,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line B,Custom Components,M-B1,Running,Maintenance Technician,2,565,8,Low,0.85,0.93,0,0.08,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line B,Custom Components,M-B1,Running,Packaging Operator,4,565,8,Low,0.85,0.93,0,0.08,0,1,0,0,0
2026-04-18,Saturday,15,Morning,Line C,Standard Parts,M-C4,Running,Machine Operator,5,611,15,Medium,0.8,1.01,0,0.06,0,1,0,0,0
